omop_cdm_code,"icd9_code","snomed_ct_code"
135700,"948.30","40904009"
434249,"944.46","211931006"
4162283,"755.1","373413006"
316494,"674.00","6594005"
75456,"016.45","83652003"
442994,"801.92","207746007"
4111411,"395","194988001"
440549,"833.03","263025001"
22820,"017.85","15284007"
442048,"673.34","200309009"
442312,"851.32","56640007"
4108083,"392","194716004"
4053383,"V19.11","160347007"
443789,"E806.9","25809009"
439966,"901.42","60366008"
4013751,"806.31","208042001"
195107,"863.95","210159003"
4109395,"377.6","194062001"
433107,"E985.5","219340003"
435110,"851.20","44341005"
261325,"V81.3","87433001"
444403,"862.31","20580001"
4109716,"376.5","194031000"
374853,"013.31","186217006"
73395,"996.95","15804003"
440787,"648.3","34150001"
438114,"264.8","72000004"
81496,"015.03","35984006"
4090831,"049","186494002"
439171,"852.15","69178005"
432638,"379.06","91612009"
4098767,"287","191304008"
444060,"944.45","34036009"
4208388,"464.2","55130001"
443120,"851.35","209868002"
78914,"944.40","61984009"
4145170,"754","268238001"
378679,"045.91","398102009"
195314,"581","52254009"
438637,"E875.0","216993005"
434504,"800.65","86488006"
440628,"023.1","427795000"
436729,"534.41","90257004"
78818,"653.53","199423002"
439330,"635.51","198710002"
313829,"669.24","200112003"
78210,"652.40","37762002"
437170,"E813.4","214165009"
4009750,"825.3","208694003"
441709,"852.10","5251007"
261495,"012.02","186182003"
442144,"201.05","93543003"
437414,"851.33","209866003"
435132,"E816.9","129675007"
378245,"743.37","74969002"
23304,"744.5","11731003"
4089991,"091.8","186862004"
437594,"524.71","109521001"
138299,"996.9","24854000"
4019873,"977","212790000"
4020743,"984","212842003"
72726,"764.14","64177003"
4136709,"805.0","263181009"
4016112,"823.3","208633007"
378757,"374.55","70738004"
438053,"E919.1","217945009"
198215,"642.12","198954000"
434638,"363.06","42031001"
442612,"948.5","64647005"
442146,"201.21","93551000"
380943,"094.87","186893003"
442128,"200.07","95231000"
4051436,"896","210753007"
317510,"208","93143009"
4097580,"204.8","188730000"
440756,"532.61","86258000"
192355,"524.75","235013007"
4012442,"821.1","208574001"
440465,"675.94","86569001"
435810,"366.5","47337003"
4061587,"673","200320009"
436526,"800.84","127311008"
444353,"945.42","211988008"
132542,"017.14","74610006"
255735,"020.3","35339003"
441361,"658.3","35347003"
134386,"523.2","4356008"
4265479,"532.1","61347001"
75608,"660.43","199784005"
30274,"941.38","40261006"
374524,"941.31","36520004"
437199,"E949.1","293118001"
132841,"200.48","93197009"
440350,"200.41","274905008"
4111239,"383","194292002"
75639,"764.29","276608005"
4062427,"642.4","198973001"
440465,"674.44","86569001"
196856,"926","4975008"
4095165,"187","188229006"
195328,"665.00","49561003"
201920,"654.70","111444006"
432300,"295.55","191565008"
4019271,"861.0","210053000"
433350,"863.81","58565006"
443616,"346.13","423279000"
4091774,"201.6","188574000"
439183,"804.49","81371004"
136599,"948.44","212074009"
253607,"804.06","82601009"
4110943,"391","194752000"
4102328,"333.9","192864003"
438673,"015.9","17653001"
136309,"952.12","42206007"
439910,"730.32","87073000"
381118,"743.58","2818004"
372320,"369.62","31079007"
435846,"534.11","72219001"
442548,"851.72","6147005"
438600,"902","35191005"
441012,"364.63","47269005"
440465,"676.91","86569001"
436343,"125.4","15629006"
433187,"364","17657000"
4104563,"374.5","193956000"
73287,"712.87","75468006"
4003310,"730.3","203261008"
197416,"864","43841005"
441631,"634.51","198649006"
439670,"091.81","186863009"
139202,"948.21","212060002"
374267,"013.91","10706006"
192577,"233.39","92594000"
434595,"202.52","93135004"
194571,"098.12","111806005"
4051238,"V19.2","160353007"
4063026,"646.8","199131000"
4066478,"694","200917008"
256896,"011.3","186178000"
4105478,"995.21","29548007"
259988,"993.1","88548007"
4145010,"726.6","267994006"
437562,"376.82","57130002"
432742,"803.09","77295000"
435607,"654.52","199483000"
434256,"E864.1","216750000"
4280605,"532","367474008"
432743,"801.74","46758000"
433606,"801.03","27644009"
442294,"668.04","51154004"
198355,"127.1","187173002"
440952,"125.2","44250009"
198240,"752.65","253849004"
132702,"695.11","36715001"
4051133,"874","210406005"
439950,"853.19","78879009"
4087748,"088","186823008"
4113036,"635.9","198702003"
440913,"929","111691006"
436292,"E823.2","217897003"
440007,"E873.6","269696000"
380719,"369.76","16169003"
376901,"045.01","64764001"
433161,"201.71","93488004"
81636,"656.6","22173004"
201837,"251.4","11178005"
439618,"E876.1","217006001"
440465,"668.92","86569001"
374753,"800.1","22383006"
377844,"346.12","230467008"
442559,"125.1","76999009"
434166,"800.36","111593004"
256896,"011.36","186178000"
4102649,"362.2","193369009"
434900,"292.1","191483003"
444211,"711.15","128135006"
440521,"750.11","74788000"
432246,"100.89","77377001"
76193,"711.70","111215006"
440251,"852.13","87253004"
132832,"140.5","93835002"
4015837,"V01.3","170466007"
440196,"743.69","13499006"
78910,"927.09","211561006"
198674,"016.1","32268008"
434794,"880.21","210512002"
434235,"E875.9","269772004"
4005440,"749.1","204606000"
434069,"520.3","84752003"
256144,"524.22","109502009"
380944,"077.2","70385007"
4147626,"363.4","267617003"
442485,"E805.0","213960008"
435299,"525.73","235077004"
433883,"806.14","76435008"
381279,"366.42","68216000"
4028969,"918","13616008"
4051293,"885","210623008"
4168152,"800","48466003"
439183,"803.49","81371004"
375733,"013.65","186220003"
437458,"987.4","63139000"
435034,"712.22","201640001"
444062,"008.3","36529003"
442171,"663.53","79668009"
441262,"304.42","191844005"
4096379,"228","189201001"
135029,"695.50","271767006"
4015841,"V02.0","170483003"
4102814,"304.6","191853003"
252548,"484.5","195902009"
438440,"383.3","16102009"
4105629,"352","193098000"
441150,"834.1","54420005"
4098905,"229","189202008"
372641,"370.61","4873000"
437171,"E865.0","216762001"
79168,"805.7","30943005"
439933,"801.56","55798004"
381949,"743.35","35387008"
432464,"806.18","74360009"
440466,"651.23","199326006"
75900,"726.63","77323000"
75896,"711.60","111214005"
4095442,"160","187828007"
72726,"764.13","64177003"
441793,"127.7","27601005"
197031,"633.21","65727000"
4058109,"646.4","199092008"
193155,"209.52","276819005"
80860,"806.9","10575009"
440758,"521.7","4654002"
435247,"360.24","52276000"
78956,"036.82","9467007"
76174,"653.00","40096002"
75619,"711.34","201500003"
4065381,"711.6","201543006"
4100242,"288","191369001"
4089668,"159","187818003"
438485,"649.24","19585003"
443179,"E838.1","215843002"
372550,"077.98","231861005"
74469,"764.01","189445003"
40480431,"315.34","441719005"
441698,"805.18","207936000"
436891,"E943.4","218950001"
433260,"651.71","289256000"
444076,"943.44","36121005"
435325,"663.80","48287005"
439446,"E965.3","219205002"
443737,"525.64","416673002"
439633,"E872.8","216926008"
76191,"716.52","128131002"
4067537,"722.9","202740009"
439267,"202.23","188632001"
378735,"346.72","56097005"
441329,"521.4","70931000"
441669,"743.59","128534003"
4100676,"318","192155006"
193428,"200.26","188515006"
435137,"E871.5","216912004"
195223,"277.84","21764004"
380639,"056.09","186567003"
132356,"528.71","128046007"
439372,"E815.7","214284004"
378966,"063.8","415821008"
443774,"249.91","28876000"
257775,"011.55","23022004"
438301,"E838.8","215414001"
80165,"653.93","31805001"
4164568,"551.0","45845003"
433706,"102.4","186968004"
75652,"754.6","22099008"
439416,"279.51","402355000"
4180795,"163","363433009"
433260,"676.81","289256000"
443528,"327.13","426451004"
75015,"652.60","80224003"
438451,"521.1","53963006"
4002152,"727.8","202899002"
432541,"010.95","63309002"
433674,"E815.6","214260007"
433911,"921","416179002"
312543,"036.41","66704002"
443789,"E807.1","25809009"
377887,"385.13","39222009"
4108508,"447","195366004"
76777,"711.99","396233005"
434217,"E947.3","27134008"
4300078,"663.8","77278008"
76191,"716.62","128131002"
374578,"139.1","19357001"
4099361,"230","189250007"
4006596,"754.4","205070003"
80509,"733.2","203465002"
437409,"804.41","127296001"
373895,"851.84","209914006"
4110652,"378.3","194106003"
444232,"962.5","111756008"
4101844,"V33.1","28030000"
439221,"E945.8","45376003"
439632,"E872.1","216928009"
381034,"379.53","45339001"
437759,"E841.5","216014001"
200349,"202.73","93191005"
4109104,"367.3","193628007"
434246,"942.40","80210002"
73580,"755.39","77595004"
439520,"E844.0","216246008"
432751,"851.1","87888006"
4070080,"741","204017003"
4110800,"384","194310007"
439221,"E947.1","45376003"
376552,"851.93","269144002"
435571,"524.73","109685003"
74503,"835.11","208900000"
138965,"323.63","41370002"
444417,"765.25","45139008"
74862,"095.5","50528008"
4147973,"312.1","268663007"
441235,"200.60","277637000"
442786,"961.6","7201003"
376138,"388.41","22181003"
439221,"E949.4","45376003"
440897,"E820.9","127348004"
439143,"800.91","207705002"
438724,"295.11","27387000"
4068127,"743","204222005"
435026,"673.82","200284000"
4146713,"298","268623006"
443539,"E816.8","407153006"
435814,"364.57","193508003"
381863,"384.24","44933002"
73550,"712.92","428768008"
432236,"017.22","77038006"
443708,"795.06","439776006"
4113358,"636.2","198734007"
435725,"968.6","52335006"
435376,"804.42","207881000"
75040,"719.29","202432004"
433486,"376.0","20551005"
437216,"084.8","56625005"
4056447,"902.4","210813002"
4009614,"821.2","208576004"
378735,"346.73","56097005"
4188028,"005.81","414286000"
72377,"660.40","89700002"
4221189,"832","417558002"
136779,"718.73","128132009"
439139,"771","206331005"
256142,"524.27","266421008"
4055063,"935","211632001"
4096954,"200.2","188509006"
77633,"712.17","201633002"
72398,"711.28","62918002"
4006108,"754.7","205088006"
435149,"V54.02","90354008"
438949,"E933.8","218496004"
4055218,"572","197336005"
4010242,"812.3","208264003"
432574,"200.78","109969005"
432585,"649.32","64779008"
438924,"E861.9","216654003"
73546,"676.30","86196005"
81724,"887.5","7729001"
4060006,"948","212049006"
439183,"803.69","81371004"
40482261,"058.81","442177008"
436906,"083.8","37246009"
378264,"801.62","30371007"
4057480,"927","211588001"
441197,"961.3","10070005"
40479642,"480.3","441590008"
439943,"803.64","27923006"
372633,"368.52","77479002"
441535,"299.1","71961003"
435874,"647.52","199193000"
374039,"369.13","1909000"
442864,"913.7","211286001"
193541,"664.61","36399005"
140018,"013.53","417484006"
442302,"851.52","57012007"
436624,"090.6","827006"
80478,"676.2","55613002"
439943,"854.14","27923006"
4112366,"471","195762004"
440850,"803.15","88651008"
436169,"636.71","74978008"
372909,"369.21","39914007"
436878,"E988.4","219359001"
4049928,"866.0","210202005"
434063,"524.19","266420009"
80316,"003.23","71299003"
432816,"015.55","203267007"
442184,"378.04","80899006"
443644,"902.52","210816005"
443789,"E804.2","25809009"
4002318,"749.2","204622004"
4069782,"742","204018008"
4064715,"659.0","199693004"
72726,"764.16","64177003"
440290,"E909.1","217744003"
440850,"803.11","88651008"
379015,"367.32","16059006"
4065755,"671.1","200214006"
435422,"E862.0","216671002"
4147019,"906","269189001"
4062495,"V80.1","171215009"
4116770,"715.2","201861006"
197612,"637.1","111426003"
443713,"796.76","439891000"
437194,"979.6","28774007"
193317,"789.47","440122009"
4247836,"142","93883004"
197051,"660.13","199757009"
436169,"636.81","74978008"
434624,"302.82","63835008"
4059437,"579","197497000"
27526,"279.13","55602000"
4266169,"V47.9","399902003"
261774,"012.86","186202007"
4147630,"378.8","267657000"
380378,"649.44","84757009"
378431,"369.23","63385005"
314958,"405.1","194785008"
196484,"654.30","199466009"
432816,"015.50","203267007"
4087288,"016.0","186236001"
377844,"346.43","230467008"
438393,"304.12","191826002"
432541,"010.03","63309002"
441222,"136.4","187239003"
381966,"801.33","40863000"
4013755,"806.36","208048002"
375828,"381.7","30280005"
434633,"337","15241006"
4163410,"378.1","399252000"
4116304,"712","201687008"
40490405,"333.93","446995005"
195319,"637.30","10123006"
4111872,"453","195435006"
436876,"984.8","38342005"
26718,"533.11","35681000"
4178968,"161","363429002"
315497,"208.20","302855005"
77335,"655","66064007"
4061579,"673.0","200292009"
441348,"634.40","13384007"
436005,"E948.1","219077003"
4062419,"641.8","198931009"
195600,"636.3","8996006"
201076,"637.22","373908001"
381966,"800.73","40863000"
432743,"801.73","46758000"
4114610,"716.2","201973005"
435672,"853.15","111671004"
433507,"525.12","21459002"
434531,"903.02","37553001"
73571,"V54.20","268029009"
438204,"646.1","267202005"
313459,"327.29","73430006"
441678,"765.27","78395001"
139803,"341.21","47000000"
439183,"801.69","81371004"
73183,"359.29","193237003"
440543,"823.42","31978002"
133077,"941.34","73545001"
74179,"806.39","3446000"
141411,"767.19","212400009"
313980,"201.78","188593003"
4063304,"656.1","199581000"
4071074,"774","206437008"
437771,"E985.6","243009001"
440833,"766.22","433145001"
260936,"011.0","186175002"
139722,"013.41","416903004"
141796,"122.2","65963007"
435883,"663.03","199870008"
437041,"669.93","289257009"
438628,"E890.0","217178001"
439347,"E814.3","214211002"
441935,"712.12","201628001"
434674,"525.22","30877004"
374936,"368.54","56852002"
4057953,"531.1","19850005"
439907,"727.6","268002004"
195075,"763.84","249529000"
433776,"371.31","45382000"
195584,"533.31","58085004"
78228,"718.99","398993007"
435875,"677","198609003"
4030057,"251","237574003"
72726,"764.10","64177003"
4067066,"698","201011003"
439983,"E821.9","302974001"
132850,"205.91","94716000"
195595,"635.30","4576001"
434678,"524.74","109684004"
78706,"223.89","92468007"
133890,"810.11","111638003"
4085638,"012.2","186191004"
435402,"927.02","81428007"
4242435,"259.52","58672003"
4020579,"987","212862006"
372614,"360.59","88180003"
196851,"902.26","88898002"
4088062,"003.2","186096007"
435154,"E983.9","219328003"
381135,"801.82","32834005"
442371,"942.30","211789007"
4103915,"377.3","194054009"
80156,"646.54","31563000"
434102,"637.42","111429005"
4171024,"653.7","4752007"
435931,"803.80","111615001"
378264,"801.60","30371007"
194807,"902.19","56515006"
4058968,"V13.03","197611005"
138954,"022.0","84980006"
434233,"E822.1","214836001"
439274,"295.53","191563001"
442300,"648.1","59136001"
4028779,"661.9","237323007"
440902,"E834.8","20062001"
4325457,"674.8","71612002"
4104234,"365.8","193568000"
434253,"E979.8","95317002"
442558,"765.26","7707000"
73268,"656.3","12867002"
441054,"525.63","109741008"
435325,"663.90","48287005"
440891,"970.0","61803000"
77112,"811.19","47864008"
435150,"992","8824003"
81656,"711.21","201485008"
4057519,"537","196758003"
441220,"115.91","187057005"
439093,"665.84","64229006"
4152813,"V61.02","28332004"
372644,"374.53","68210006"
439380,"673.33","200310004"
436741,"625.79","238968009"
440192,"730.33","203249000"
443610,"618.84","430961002"
4020001,"988","212872009"
444362,"E952.9","86849004"
439627,"E873.0","216955000"
443435,"661.00","387699008"
432976,"668.90","29847008"
374636,"360.52","28946006"
193821,"636.60","26743002"
442048,"673.32","200309009"
436326,"032.0","3419005"
435658,"795.12","441115009"
377844,"346.93","230467008"
4108077,"388","194409001"
81430,"832.14","208798006"
434833,"E945.6","219035003"
440438,"525.43","26624006"
435786,"307.45","271794005"
136937,"227.8","92085000"
198098,"202.33","93182006"
192818,"016.53","240379005"
4060421,"648","199222005"
439215,"E807.2","419945001"
442777,"659.30","66844003"
435418,"E864.4","216755005"
198957,"016.20","81359005"
4092289,"V39.2","281050002"
438740,"363.08","36535003"
196757,"656.03","199578005"
201616,"599.83","252026008"
440715,"360.13","57100005"
200566,"863.56","25110002"
75639,"764.27","276608005"
4009850,"E004.3","102396000"
4152167,"308","268657003"
259827,"377.61","75885003"
139722,"013.46","416903004"
437106,"803.35","127312001"
76777,"711.82","396233005"
443911,"098.13","30168008"
437041,"669.13","289257009"
444051,"126.3","38725001"
433828,"663.23","267266006"
439215,"E800.9","419945001"
201785,"098.30","80388004"
432396,"676.14","200414009"
444226,"525.66","109727004"
441294,"363.33","21939006"
193155,"209.14","276819005"
73568,"719.31","202457009"
437468,"E908.9","217723003"
435640,"765.23","72544005"
377844,"346.83","230467008"
381789,"062.0","52947006"
438570,"804.13","73143002"
317301,"422.93","31993003"
439564,"E891.0","217336000"
4262665,"074.20","46397005"
377844,"346.53","230467008"
